Company Tickers,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,FB,FB,FB,FB,FB,FB,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,NFLX,NFLX,NFLX,NFLX,NFLX,NFLX
Stock Info,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-31,29.670000076293945,26.829999923706055,28.549999237060547,29.600000381469727,111639200,29.600000381469727,83.07142639160156,81.63714599609375,82.96286010742188,82.5328598022461,122918600.0,71.81190490722656,213.7899932861328,207.11000061035156,209.47999572753906,212.91000366210938,4944000,212.91000366210938,9.681428909301758,8.90999984741211,9.528571128845215,9.062856674194336,53803400.0,9.062856674194336,295.2952880859375,289.789794921875,294.6546630859375,290.7207336425781,5930600.0,290.7207336425781
2012-06-01,29.149999618530273,27.389999389648438,28.889999389648438,27.719999313354492,41855500,27.719999313354492,81.80714416503906,80.07428741455078,81.3085708618164,80.14142608642578,130246900.0,69.73114013671875,211.22999572753906,207.3000030517578,208.44000244140625,208.22000122070312,3951500,208.22000122070312,9.10428524017334,8.671428680419922,8.70714282989502,8.992856979370117,35578200.0,8.992856979370117,286.6116027832031,284.45947265625,286.1811828613281,285.7757873535156,6109600.0,285.7757873535156
2012-06-04,27.649999618530273,26.440000534057617,27.200000762939453,26.899999618530273,35230300,26.899999618530273,81.07142639160156,78.35713958740234,80.21428680419922,80.61285400390625,139248900.0,70.14132690429688,215.35000610351562,206.3699951171875,207.39999389648438,214.57000732421875,4299600,214.57000732421875,9.319999694824219,8.90999984741211,9.035714149475098,9.285714149475098,35291200.0,9.285714149475098,290.5355224609375,285.290283203125,285.3953857421875,289.5845947265625,4860500.0,289.5845947265625
2012-06-05,27.760000228881836,25.75,26.700000762939453,25.8700008392334,42473400,25.8700008392334,80.92428588867188,79.76142883300781,80.18142700195312,80.40428924560547,97053600.0,69.95985412597656,216.86000061035156,211.16000366210938,213.85000610351562,213.2100067138672,3543900,213.2100067138672,9.475714683532715,9.178571701049805,9.287142753601074,9.261428833007812,24048500.0,9.261428833007812,289.3543395996094,283.5185241699219,288.01300048828125,285.490478515625,4675100.0,285.490478515625
2012-06-06,27.170000076293945,25.520000457763672,26.06999969482422,26.809999465942383,61489200,26.809999465942383,81.97856903076172,80.78571319580078,81.11000061035156,81.63714599609375,100363900.0,71.03258514404297,218.39999389648438,214.52000427246094,214.6300048828125,217.63999938964844,2710100,217.63999938964844,9.767143249511719,9.307143211364746,9.380000114440918,9.411428451538086,30676800.0,9.411428451538086,291.2762756347656,287.09210205078125,288.5285339355469,290.5755615234375,4187400.0,290.5755615234375
2012-06-07,27.350000381469727,26.149999618530273,27.0,26.309999465942383,26159500,26.309999465942383,82.47428894042969,81.5,82.47000122070312,81.67428588867188,94941700.0,71.06488037109375,221.49000549316406,218.11000061035156,219.64999389648438,218.8000030517578,3503900,218.8000030517578,9.557143211364746,9.201428413391113,9.514286041259766,9.234285354614258,21045500.0,9.234285354614258,294.2392272949219,288.9139099121094,294.0940856933594,289.4044189453125,3513400.0,289.4044189453125
2012-06-08,27.760000228881836,26.440000534057617,26.549999237060547,27.100000381469727,38034000,27.100000381469727,82.94000244140625,81.28571319580078,81.65714263916016,82.9028549194336,86879100.0,72.13384246826172,219.4199981689453,216.66000366210938,218.61000061035156,218.47999572753906,2877000,218.47999572753906,9.445713996887207,9.10428524017334,9.195713996887207,9.377142906188965,22017100.0,9.377142906188965,290.7908020019531,287.57757568359375,288.2132263183594,290.5155029296875,2817900.0,290.5155029296875
2012-06-11,28.06999969482422,26.84000015258789,27.18000030517578,27.010000228881836,28219600,27.010000228881836,84.07142639160156,81.51856994628906,83.95999908447266,81.59571075439453,147816200.0,70.99650573730469,220.8699951171875,215.1999969482422,217.49000549316406,216.5,3749100,216.5,9.512857437133789,8.997142791748047,9.484285354614258,9.0,22941100.0,9.0,292.95294189453125,283.6286315917969,292.39739990234375,284.5345458984375,5316800.0,284.5345458984375
2012-06-12,27.770000457763672,26.959999084472656,27.479999542236328,27.399999618530273,15816800,27.399999618530273,82.37428283691406,80.95714569091797,82.06571197509766,82.3085708618164,108845100.0,71.61674499511719,218.0,214.52000427246094,217.64999389648438,216.4199981689453,2833300,216.4199981689453,9.19428539276123,8.907142639160156,9.037142753601074,9.002857208251953,20797700.0,9.002857208251953,285.4354248046875,279.569580078125,285.170166015625,282.83282470703125,6441900.0,282.83282470703125
2012-06-13,28.100000381469727,27.100000381469727,27.65999984741211,27.270000457763672,17102800,27.270000457763672,82.63999938964844,81.48285675048828,82.07428741455078,81.73714447021484,73395000.0,71.1195297241211,217.3800048828125,213.52000427246094,215.52000427246094,214.72999572753906,2325200,214.72999572753906,9.205714225769043,8.875714302062988,8.942856788635254,8.975714683532715,17924900.0,8.975714683532715,283.7837829589844,279.61962890625,281.1411437988281,280.8258361816406,3904400.0,280.8258361816406
2012-06-14,28.31999969482422,27.3799991607666,27.649999618530273,28.290000915527344,16855000,28.290000915527344,81.92857360839844,81.03713989257812,81.605712890625,81.64714050292969,86393300.0,71.041259765625,216.5,212.55999755859375,215.25999450683594,214.4499969482422,3060900,214.4499969482422,9.021428108215332,8.717143058776855,8.970000267028809,8.951428413391113,26137300.0,8.951428413391113,282.81781005859375,278.5385437011719,280.9309387207031,279.8048095703125,4685100.0,279.8048095703125
2012-06-15,30.100000381469727,28.350000381469727,28.510000228881836,30.010000228881836,43563800,30.010000228881836,82.08856964111328,81.36428833007812,81.57142639160156,82.01856994628906,83813800.0,71.36443328857422,219.3300018310547,214.4600067138672,215.2899932861328,218.35000610351562,3785200,218.35000610351562,9.418571472167969,8.96142864227295,9.03857135772705,9.398571014404297,33022500.0,9.398571014404297,282.54254150390625,278.8238220214844,280.450439453125,282.53753662109375,5996300.0,282.53753662109375
2012-06-18,32.08000183105469,29.40999984741211,29.959999084472656,31.40999984741211,42978900,31.40999984741211,83.98428344726562,81.48143005371094,81.56571197509766,83.68285369873047,110103000.0,72.81253051757812,223.75999450683594,216.72999572753906,217.27999877929688,222.66000366210938,3369600,222.66000366210938,9.564285278320312,9.255714416503906,9.294285774230957,9.532856941223145,22997800.0,9.532856941223145,287.39239501953125,279.9049072265625,281.5915832519531,285.7107238769531,4988800.0,285.7107238769531
2012-06-19,32.18000030517578,30.700000762939453,31.540000915527344,31.90999984741211,30849000,31.90999984741211,84.28571319580078,83.30000305175781,83.34285736083984,83.91571807861328,90351100.0,73.01514434814453,225.1999969482422,221.66000366210938,223.25999450683594,224.02999877929688,2716600,224.02999877929688,10.068571090698242,9.507143020629883,9.557143211364746,9.975714683532715,27706700.0,9.975714683532715,292.43243408203125,286.8468322753906,287.08209228515625,291.0560607910156,4148200.0,291.0560607910156
2012-06-20,31.93000030517578,31.149999618530273,31.920000076293945,31.600000381469727,15553600,31.600000381469727,84.17857360839844,82.97142791748047,84.02999877929688,83.67713928222656,89735800.0,72.80757904052734,224.74000549316406,220.83999633789062,224.50999450683594,223.02000427246094,2444400,223.02000427246094,9.935714721679688,9.658571243286133,9.925714492797852,9.737142562866211,26638500.0,9.737142562866211,290.290283203125,287.04205322265625,290.1951904296875,289.0440368652344,4688700.0,289.0440368652344
